dot_number,legal_name,dba_name,phone,email,physical_address,physical_city,physical_state,physical_zip,power_units,drivers,inspection_date,oos_total,vehicle_oos,driver_oos,total_violations,inspection_state,inspection_level,safer_link
671627,HURD OILFIELD SERVICE INC,,,,500 S MAIN,JACKSBORO,TX,76458,,,20260323,2,2,0,9,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=671627
79466,STEVENS TRANSPORT INC,,,,9757 MILITARY PARKWAY,DALLAS,TX,75227,,,20260324,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=79466
4439872,DMK LIVESTOCK EXPRESS LLC,,,,5859 FOXGLOVE LN,DALLAS,TX,75249-1625,,,20260324,2,1,1,7,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4439872
1184128,CODYSUR TRUCKS INC,,,,30351 E BUSINESS 77,SAN BENITO,TX,78586,,,20260324,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1184128
2050489,E TRANSPORTS LLC,,,,8510 BLACKHAWK BLVD STE B,HOUSTON,TX,77075,,,20260324,1,1,0,4,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2050489
3736999,CHISCO FREIGHT LLC,,,,2065 MADERO DR,BROWNSVILLE,TX,78526,,,20260324,1,1,0,6,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3736999
3307151,TEXASCO SERVICES LLC,,,,12903 OLD RICHMOND RD STE C,HOUSTON,TX,77099-2246,,,20260317,5,2,3,20,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3307151
4176803,CLOUD CAPITAL OF TEXAS LLC,,,,3118 SPERRY ST,DALLAS,TX,75214,,,20260318,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4176803
2190126,SCOTT'S HOTSHOT,,,,207 WABASH AVE,ODESSA,TX,79761,,,20260323,2,1,1,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2190126
3858425,S&J CONSTRUCTION MATERIALS INC,,,,1800 MONTGOMERY GARDENS,TYLER,TX,75708-6410,,,20260321,1,1,0,3,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3858425
2557404,ROLESA TRANSPORT LLC,,,,6197 E HWY 83,RIO GRANDE CITY,TX,78582,,,20260323,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2557404
28406,CR ENGLAND,,,,4701 W 2100S,SALT LAKE CITY,UT,84120,,,20260324,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=28406
3921412,5 SOLAS TRANSPORTATION LLC,,,,1239 COUNTY ROAD 19,SILVERTON,TX,79257,,,20260325,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3921412
3706452,ARACELY HIGA MUNOZ,,,,DE LOS GANSOS 20122,CHIHUAHUA,CI,31180,,,20260325,1,1,0,7,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3706452
4099506,DINASTIA CONSTRUCTION AND CARRIER LLC,,,,336 DELHI PL,HORIZON CITY,TX,79928,,,20260325,1,0,1,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4099506
555365,TRANSPORTES AGUILA DE CIUDAD JUAREZ SA DE CV,,,,AVENIDA DE LAS AMERICAS  961,JUAREZ,CI,32300,,,20260320,1,1,0,5,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=555365
4246768,YE SERVICES LLC,,,,6257 E HIGHWAY 107,EDINBURG,TX,78542,,,20260324,1,1,0,7,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4246768
4267803,NORA NBN LOGISTICS LLC,,,,459 W DIVISION ST UNIT 612,CHICAGO,IL,60610,,,20260324,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4267803
2390175,DANIEL CERVANTES MUNOZ,,,,405 MINA ST,WESLACO,TX,78596,,,20260325,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2390175
1207678,RGX TRANSPORTE DE CARGA INTERNACIONAL SA DE CV,,,,CARRETERA JUAREZ PORVENIR NO 350,JUAREZ,CI,32590,,,20260324,1,1,0,5,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1207678
3599706,ALSTON FER S DE RL DE CV,,,,NARDOS 1220 C,CD JUAREZ,CI,32550,,,20260324,1,1,0,2,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3599706
3694133,CRUCES INTERNACIONALES NISSI S DE R L DE C V,,,,AVE LAURO VILLAR #1215,MATAMOROS,TA,87447,,,20260324,1,1,0,2,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3694133
3077910,RVN LOGISTICS INC,,,,5536 W HIGGINS AVE APT 1E,CHICAGO,IL,60630,,,20260324,1,1,0,4,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3077910
1184128,CODYSUR TRUCKS INC,,,,30351 E BUSINESS 77,SAN BENITO,TX,78586,,,20260325,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1184128
1807989,B & V TRUCKING LLC,,,,36557 FM 1421,BROWNSVILLE,TX,78520,,,20260325,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1807989
545147,ANDERSON COLUMBIA CO INC,,,,871 NW GUERDON RD,LAKE CITY,FL,32055,,,20260325,1,1,0,2,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=545147
4022730,DON CAMARENA TRUCKING CORP,,,,4001 MEMORIAL CT,CARROLLTON,TX,75010,,,20260318,1,0,1,2,TX,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4022730
4193285,ZAMCRETE READY-MIX LLC,,,,295 HOLMES RD,HOUSTON,TX,77045,,,20260324,1,1,0,11,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4193285
3620575,HYDRO CLEAR SERVICES LLC,,,,350 NEIDIGK SAWMILL RD,MAGNOLIA,TX,77354-4122,,,20260324,1,1,0,7,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3620575
4418856,KELVIN TROCAS LLC,,,,39363 DONIGAN RD,BROOKSHIRE,TX,77423-8415,,,20260318,1,1,0,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4418856
1240266,HELLAS CONSTRUCTION INC,,,,12000 WEST PARMER LANE,CEDAR PARK,TX,78613,,,20260318,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1240266
4487545,DAY ZERO TRANSPORT CORP,,,,12113 METRIC BLVD APT 416,AUSTIN,TX,78758-8622,,,20260324,1,0,1,6,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4487545
3732172,ESTRADA PRO-LOGISTICS LLC,,,,115 COUNTY ROAD 4027,LOTT,TX,76656,,,20260324,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3732172
3728417,AUTOTRANSPORTES INTERNACIONALES RGG SA DE CV,,,,DECIMA 138,MONTEMORELOS,NL,67528,,,20260319,2,2,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3728417
4306762,JMR TRUCKING LLC,,,,6139 DARNELL ST,HOUSTON,TX,77074,,,20260324,1,1,0,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4306762
3788273,EL JIREH JT LLC,,,,16215 DRYBERRY CT,HOUSTON,TX,77083,,,20260324,2,0,2,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3788273
2923558,TRI COUNTY PAVING,,,,1030 E HIGHWAY 377 STE 110,GRANBURY,TX,76048,,,20260324,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2923558
125792,MILLER TRUCK LINES LLC,,,,4230 SOUTH ELWOOD,TULSA,OK,74107,,,20260324,1,1,0,4,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=125792
2347664,SALVADOR MENDOZA RAMIREZ,,,,MANTE 154,REYNOSA,TA,88501,,,20260316,1,1,0,11,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2347664
2964175,REFRIGERADOS TRAJO,,,,NICOLAS VALLIN 129,REYNOSA,TA,88759,,,20260316,1,1,0,8,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2964175
3338612,YOLANDA GUILLEN SOLIS,,,,EUGENIO HERNANDEZ N 500,RIO BRAVO,TA,88920,,,20260316,1,1,0,8,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3338612
1946759,D&D AGGREGATES LLC,,,,10543 LA CIENEGA,SOCORRO,TX,79927,,,20260324,1,0,1,8,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1946759
3801957,GONZO TRUCKING LLC,,,,8506 W SHERRI CIR,MANVEL,TX,77578,,,20260324,1,1,0,6,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3801957
247780,KAG FOOD PRODUCTS LLC,,,,4366 MT PLEASANT STREET NW,NORTH CANTON,OH,44720,,,20260324,1,0,1,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=247780
3364718,GONZALEZ TRUCK LINES LLC,,,,3751 E 14TH ST STE 103,BROWNSVILLE,TX,78521,,,20260324,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3364718
3035212,TOWN & COUNTRY LOGISTICS,,,,5107 N MILE 3 1/2 W,WESLACO,TX,78599,,,20260325,2,1,1,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3035212
818175,TRANSPORTES SIETE,,,,AVE ZARAGOZA # 720,JUAREZ,MX,32570,,,20260319,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=818175
624695,SERVICIO BINACIONAL DE TRANSPORTE RAMOS SA DE CV,,,,6907 SANTOS DUMONT,CD JUAREZ,CI,32695,,,20260324,1,1,0,2,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=624695
2317535,GM&SR EXPRESS LLC,,,,16455 DARLINGTON MEADOW COURT,HOUSTON,TX,77073,,,20260323,1,1,0,6,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2317535
1035671,LUJAN TRUCKING INC,,,,10650 SOCORRO RD,SOCORRO,TX,79927,,,20260324,1,1,0,1,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1035671
3566149,SAN JOSE HAULERS LTD CO,,,,12181 FM 391,HEARNE,TX,77859-3434,,,20260325,1,1,0,1,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3566149
1053118,FLETES MEXICO CHIHUAHUA SA DE CV,,,,BLVD TOMAS FERNANDEZ 9760,JUAREZ,CI,32460,,,20260325,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1053118
1657928,DON MIGUEL TRANSPORTES S DE RL DE CV,,,,OCTAVIO PAZ #140,CHIHUAHUA,CI,31136,,,20260325,1,1,0,12,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1657928
4336607,C4 OILFIELD SERVICES LLC,,,,212 ARECA DR,LAREDO,TX,78045-6822,,,20260325,1,0,1,6,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4336607
27641,WILLIAMS BROTHERS CONSTRUCTION CO INC,,,,3800 MILAM ST,HOUSTON,TX,77006,,,20260318,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=27641
4423080,MAG CARRIER CORP,,,,6021 WILSHIRE DR,TAMPA,FL,33615,,,20260318,2,1,1,11,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4423080
2136651,CHECKMARCK TRUCKING LLC,,,,1642 RUSSELL GLEN LANE,DALLAS,TX,75232,,,20260324,2,2,0,12,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2136651
4328072,CALLOWAY TRANSITIONS LLC,,,,706 E 2ND ST,CLARENDON,TX,79226,,,20260318,1,1,0,6,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4328072
2416835,HOPPER TRUCKING INC,,,,3638 121ST STREET,LUBBOCK,TX,79423,,,20260325,2,2,0,6,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2416835
2608825,ARROYOS TRUCKING LLC,,,,7012 DEBERRY LN,ROYSE CITY,TX,75189,,,20260324,1,1,0,6,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2608825
2933522,RENTERIA LOGISTICS LLC,,,,12636 PANORAMA DR,BURLESON,TX,76028-7074,,,20260323,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2933522
3012015,ARGAYU 4 EVER TRUCKING CORP,,,,12911 SW 119TH ST,MIAMI,FL,33186,,,20260325,1,0,1,6,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3012015
3894119,PBC FREIGHT LLC,,,,14714 SH 64,TYLER,TX,75704,,,20260325,1,0,1,8,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3894119
3295495,YMR TRUCKING CORP,,,,24310 VOLTA GARDENS CT,KATY,TX,77493,,,20260324,1,1,0,6,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3295495
3586792,JOSE ALFREDO JIMENEZ CAMACHO,,,,AV ISRAEL ESQ 308,REYNOSA,TA,88730,,,20260316,3,3,0,9,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3586792
2369904,JIMENEZ TRUCKING,,,,711 JAIME ST,ANTHONY,TX,79821,,,20260324,1,1,0,10,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2369904
4284633,PTJ FREIGHT LLC,,,,272 STAFFS WAY,EL PASO,TX,79928-5366,,,20260324,1,1,0,5,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4284633
1169114,LIBERTY HOT SHOT CO,,,,15411 ELM SQUARE ST,CYPRESS,TX,77429,,,20260324,3,3,0,10,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1169114
3561120,D T S 24 7 LLC,,,,425 TOWNSEND,ODESSA,TX,79766,,,20260325,1,1,0,6,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3561120
3209429,GUZ TRUCKING,,,,330 NUECES ST,EAGLE PASS,TX,78852,,,20260324,1,1,0,7,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3209429
4245905,CONSEMI TRUCKING LLC,,,,1448 PASEO DE ENCINAL DR,EAGLE PASS,TX,78852,,,20260324,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4245905
320691,LONE STAR TRANSPORTATION LLC,,,,1100 NORTHWAY DRIVE,FORT WORTH,TX,76131,,,20260325,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=320691
3886048,DENTSIDE TRUCKING LLC,,,,429 FALCON ST,SULLIVAN CITY,TX,78595-0257,,,20260325,2,2,0,12,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3886048
2351073,ALEJANDRA ESQUIVEL FERNANDEZ,,,,BULEVARD OSCAR FLORES TAPIA 801 INT,MORELOS,CH,26500,,,20260325,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2351073
2391241,VICTOR MANUEL SOTO,,,,15319 WERLING CT,HORIZON CITY,TX,79928,,,20260325,2,2,0,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2391241
4054061,GUERRERO OILFIELD SERVICES LLC,,,,2823 FLORES ST,WESLACO,TX,78599,,,20260325,2,2,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4054061
2883748,DINA'S TRANSPORT LLC,,,,3273 SUNSET POINT DR,EL PASO,TX,79938,,,20260325,2,1,1,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2883748
4201486,LOBLAW TRANSPORT US INC,,,,320 N MERIDIAN ST 3RD FLOOR SUITE 309,INDIANAPOLIS,IN,46204,,,20260325,1,1,0,1,CA,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4201486
1556824,ARROW DRILLERS INC,,,,1850 DIESEL DRIVE,SACRAMENTO,CA,95838,,,20260325,2,2,0,5,CA,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1556824
2763962,DELTA REBAR SERVICE INC,,,,2410 BATES AVE,CONCORD,CA,94520,,,20260325,1,0,1,2,CA,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2763962
2535044,ROLLING STONE TRANSPORT INC,,,,1955 REDHAVEN AVE,YUBA CITY,CA,95993,,,20260323,3,3,0,3,CA,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2535044
2334371,YUNAK CORP,,,,1320 S 6TH AVE,DES PLAINES,IL,60018,,,20260325,2,2,0,3,CA,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2334371
992142,WC LOGISTICS INC,,,,7351 WALNUT AVE,BUENA PARK,CA,90620,,,20260325,2,2,0,2,CA,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=992142
2747243,RTA TRUCKING LLC,,,,8939 S SEPULVEDA BLVD #102,LOS ANGELES,CA,90045,,,20260324,1,1,0,2,CA,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2747243
1943338,PACIFIC GREEN TRUCKING INC,,,,444 QUAY STREET,WILLMINGTON,CA,90744,,,20260325,2,2,0,3,CA,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1943338
1833272,GS TRUCKING FREIGHT INC,,,,4900 NORDIC DRIVE APT 4,BAKERSFIELD,CA,93309,,,20260324,1,1,0,2,CA,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1833272
2996436,AJG TRANSPORT LLC,,,,15579 CAPITAL PORT,SAN ANTONIO,TX,78249,,,20260325,2,2,0,2,CA,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2996436
835999,CANADA ROAD CARRIER LTD,,,,5192 157 ST,SURREY,BC,V3Z 1G2,,,20260324,2,2,0,2,CA,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=835999
2627544,UB TRUCKING,,,,2311 N TRACY BLVD SUITE A,TRACY,CA,95376,,,20260325,1,1,0,1,CA,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2627544
2537523,JOYRIDE LOGISTICS LLC,,,,2240 S 35TH AVE,PHOENIX,AZ,85009,,,20260325,1,1,0,3,CA,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2537523
2629047,HALL TRANSPORT INC,,,,6511 OLD HARRISON LANE,FORT SMITH,AR,72916,,,20260325,2,2,0,2,CA,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2629047
2701408,TITLEIST CONSTRUCTION,,,,7545 DEERING AVE,CANOGA PARK,CA,91303,,,20260324,1,1,0,6,CA,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2701408
3193098,SURE SHOT TRANSIT SOLUTIONS LLC,,,,1500 SOUTH HAVEN AVE SUITE 210,ONTARIO,CA,91761,,,20260326,1,1,0,1,CA,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3193098
1340121,AMERICAN TRANSPORT LOS ANGELES LLC,,,,1202 EAST ANAHEIM STREET,WILMINGTON,CA,90744,,,20260326,1,0,1,2,CA,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1340121
1436634,GLOBE GAS CORPORATION,,,,5843 PARAMOUNT BLVD,LONG BEACH,CA,90805,,,20260326,1,1,0,3,CA,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1436634
3186557,DESTINATION SOMEWHERE LLC,,,,3372 W 11TH ST,TRACY,CA,95304,,,20260326,1,0,1,4,CA,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3186557
3435166,CROMER MOTORS & TRUCKING INC,,,,12645 OLIVE BLVD STE 203,CREVE COUER,MO,63141,,,20260325,1,1,0,2,CA,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3435166
3549457,S S J TRANSPORT LLC,,,,2243 CURRANT ST UNIT A,LYNDEN,WA,98264,,,20260325,2,1,1,15,CA,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3549457
2519904,SAS TRANSPORT LLC,,,,7323 W PORTALS AVE,FRESNO,CA,93723,,,20260326,4,3,1,16,CA,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2519904
3279576,GONZALO DIAZ DAMIAN,,,,9646 CORONADO COURT,PLANADA,CA,95365,,,20260326,5,4,1,15,CA,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3279576
4089374,NOVA LOGISTICS GROUP LLC,,,,13608 SCAFELL PIKE ST,BAKERSFIELD,CA,93314,,,20260325,1,0,1,3,CA,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4089374
3450013,JP TRANSLOG CORP,,,,8671 LONESTAR RD,SAN DIEGO,CA,92154,,,20260325,1,1,0,2,CA,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3450013
4388976,ZEUN TRUCKING LLC,,,,130 E POMEROY ST,RIVER FALLS,WI,54022,,,20260326,1,1,0,1,CA,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4388976
